"Town","FIPS","Year","Age Range","Measure Type","Variable","Value"
"Harwinton","0900537280",2010,"21 years and over","Number","Liquor Law Arrests",1
"Harwinton","0900537280",2010,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",2.44
"Harwinton","0900537280",2010,"21 years and over","Rate (per 10,000)","Margins of Error",0.19
"Harwinton","0900537280",2011,"Total","Number","Liquor Law Arrests",0
"Harwinton","0900537280",2011,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Harwinton","0900537280",2011,"Total","Rate (per 10,000)","Margins of Error",0
"Harwinton","0900537280",2011,"10 years and over","Number","Liquor Law Arrests",0
"Harwinton","0900537280",2011,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Harwinton","0900537280",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Harwinton","0900537280",2011,"10 to 17 years","Number","Liquor Law Arrests",0
"Harwinton","0900537280",2011,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Harwinton","0900537280",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Harwinton","0900537280",2011,"10 to 20 years","Number","Liquor Law Arrests",0
"Harwinton","0900537280",2011,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Harwinton","0900537280",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Harwinton","0900537280",2011,"18 to 24 years","Number","Liquor Law Arrests",0
"Harwinton","0900537280",2011,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Harwinton","0900537280",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Harwinton","0900537280",2011,"21 years and over","Number","Liquor Law Arrests",0
"Harwinton","0900537280",2011,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Harwinton","0900537280",2011,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Harwinton","0900537280",2012,"Total","Number","Liquor Law Arrests",1
"Harwinton","0900537280",2012,"Total","Rate (per 10,000)","Liquor Law Arrests",1.78
"Harwinton","0900537280",2012,"Total","Rate (per 10,000)","Margins of Error",0.01
"Harwinton","0900537280",2012,"10 years and over","Number","Liquor Law Arrests",1
"Harwinton","0900537280",2012,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",1.96
"Harwinton","0900537280",2012,"10 years and over","Rate (per 10,000)","Margins of Error",0.13
"Harwinton","0900537280",2012,"10 to 17 years","Number","Liquor Law Arrests",0
"Harwinton","0900537280",2012,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Harwinton","0900537280",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Harwinton","0900537280",2012,"10 to 20 years","Number","Liquor Law Arrests",0
"Harwinton","0900537280",2012,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Harwinton","0900537280",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Harwinton","0900537280",2012,"18 to 24 years","Number","Liquor Law Arrests",1
"Harwinton","0900537280",2012,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",27.03
"Harwinton","0900537280",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",8.22
"Harwinton","0900537280",2012,"21 years and over","Number","Liquor Law Arrests",1
"Harwinton","0900537280",2012,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",2.37
"Harwinton","0900537280",2012,"21 years and over","Rate (per 10,000)","Margins of Error",0.17
"Harwinton","0900537280",2013,"Total","Number","Liquor Law Arrests",1
"Harwinton","0900537280",2013,"Total","Rate (per 10,000)","Liquor Law Arrests",1.77
"Harwinton","0900537280",2013,"Total","Rate (per 10,000)","Margins of Error",0.02
"Harwinton","0900537280",2013,"10 years and over","Number","Liquor Law Arrests",1
"Harwinton","0900537280",2013,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",1.98
"Harwinton","0900537280",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0.14
"Harwinton","0900537280",2013,"10 to 17 years","Number","Liquor Law Arrests",0
"Harwinton","0900537280",2013,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Harwinton","0900537280",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Harwinton","0900537280",2013,"10 to 20 years","Number","Liquor Law Arrests",1
"Harwinton","0900537280",2013,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",11.61
"Harwinton","0900537280",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",2.17
"Harwinton","0900537280",2013,"18 to 24 years","Number","Liquor Law Arrests",1
"Harwinton","0900537280",2013,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",23.98
"Harwinton","0900537280",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",6.59
"Harwinton","0900537280",2013,"21 years and over","Number","Liquor Law Arrests",0
"Harwinton","0900537280",2013,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Harwinton","0900537280",2013,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Harwinton","0900537280",2014,"Total","Number","Liquor Law Arrests",1
"Harwinton","0900537280",2014,"Total","Rate (per 10,000)","Liquor Law Arrests",1.79
"Harwinton","0900537280",2014,"Total","Rate (per 10,000)","Margins of Error",0.01
"Harwinton","0900537280",2014,"10 years and over","Number","Liquor Law Arrests",1
"Harwinton","0900537280",2014,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",1.97
"Harwinton","0900537280",2014,"10 years and over","Rate (per 10,000)","Margins of Error",0.13
"Harwinton","0900537280",2014,"10 to 17 years","Number","Liquor Law Arrests",1
"Harwinton","0900537280",2014,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",16.23
"Harwinton","0900537280",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",3.01
"Harwinton","0900537280",2014,"10 to 20 years","Number","Liquor Law Arrests",1
"Harwinton","0900537280",2014,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",12.2
"Harwinton","0900537280",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",2.02
"Harwinton","0900537280",2014,"18 to 24 years","Number","Liquor Law Arrests",0
"Harwinton","0900537280",2014,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Harwinton","0900537280",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Harwinton","0900537280",2014,"21 years and over","Number","Liquor Law Arrests",0
"Harwinton","0900537280",2014,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Harwinton","0900537280",2014,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Harwinton","0900537280",2015,"Total","Number","Liquor Law Arrests",0
"Harwinton","0900537280",2015,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Harwinton","0900537280",2015,"Total","Rate (per 10,000)","Margins of Error",0
"Harwinton","0900537280",2015,"10 years and over","Number","Liquor Law Arrests",0
"Harwinton","0900537280",2015,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Harwinton","0900537280",2015,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Harwinton","0900537280",2015,"10 to 17 years","Number","Liquor Law Arrests",0
"Harwinton","0900537280",2015,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Harwinton","0900537280",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Harwinton","0900537280",2015,"10 to 20 years","Number","Liquor Law Arrests",0
"Harwinton","0900537280",2015,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Harwinton","0900537280",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Harwinton","0900537280",2015,"18 to 24 years","Number","Liquor Law Arrests",0
"Harwinton","0900537280",2015,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Harwinton","0900537280",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Harwinton","0900537280",2015,"21 years and over","Number","Liquor Law Arrests",0
"Harwinton","0900537280",2015,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Harwinton","0900537280",2015,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2010,"Total","Number","Liquor Law Arrests",0
"Hebron","0901337910",2010,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2010,"Total","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2010,"10 years and over","Number","Liquor Law Arrests",0
"Hebron","0901337910",2010,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2010,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2010,"10 to 17 years","Number","Liquor Law Arrests",0
"Hebron","0901337910",2010,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2010,"10 to 20 years","Number","Liquor Law Arrests",0
"Hebron","0901337910",2010,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2010,"18 to 24 years","Number","Liquor Law Arrests",0
"Hebron","0901337910",2010,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2010,"21 years and over","Number","Liquor Law Arrests",0
"Hebron","0901337910",2010,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2010,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2011,"Total","Number","Liquor Law Arrests",1
"Hebron","0901337910",2011,"Total","Rate (per 10,000)","Liquor Law Arrests",1.04
"Hebron","0901337910",2011,"Total","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2011,"10 years and over","Number","Liquor Law Arrests",1
"Hebron","0901337910",2011,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",1.23
"Hebron","0901337910",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0.08
"Hebron","0901337910",2011,"10 to 17 years","Number","Liquor Law Arrests",0
"Hebron","0901337910",2011,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2011,"10 to 20 years","Number","Liquor Law Arrests",0
"Hebron","0901337910",2011,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2011,"18 to 24 years","Number","Liquor Law Arrests",1
"Hebron","0901337910",2011,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",14.6
"Hebron","0901337910",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",3.81
"Hebron","0901337910",2011,"21 years and over","Number","Liquor Law Arrests",1
"Hebron","0901337910",2011,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",1.55
"Hebron","0901337910",2011,"21 years and over","Rate (per 10,000)","Margins of Error",0.11
"Hebron","0901337910",2012,"Total","Number","Liquor Law Arrests",0
"Hebron","0901337910",2012,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2012,"Total","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2012,"10 years and over","Number","Liquor Law Arrests",0
"Hebron","0901337910",2012,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2012,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2012,"10 to 17 years","Number","Liquor Law Arrests",0
"Hebron","0901337910",2012,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2012,"10 to 20 years","Number","Liquor Law Arrests",0
"Hebron","0901337910",2012,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2012,"18 to 24 years","Number","Liquor Law Arrests",0
"Hebron","0901337910",2012,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2012,"21 years and over","Number","Liquor Law Arrests",0
"Hebron","0901337910",2012,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2012,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2013,"Total","Number","Liquor Law Arrests",0
"Hebron","0901337910",2013,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2013,"Total","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2013,"10 years and over","Number","Liquor Law Arrests",0
"Hebron","0901337910",2013,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2013,"10 to 17 years","Number","Liquor Law Arrests",0
"Hebron","0901337910",2013,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2013,"10 to 20 years","Number","Liquor Law Arrests",0
"Hebron","0901337910",2013,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2013,"18 to 24 years","Number","Liquor Law Arrests",0
"Hebron","0901337910",2013,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2013,"21 years and over","Number","Liquor Law Arrests",0
"Hebron","0901337910",2013,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2013,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2014,"Total","Number","Liquor Law Arrests",0
"Hebron","0901337910",2014,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2014,"Total","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2014,"10 years and over","Number","Liquor Law Arrests",0
"Hebron","0901337910",2014,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2014,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2014,"10 to 17 years","Number","Liquor Law Arrests",0
"Hebron","0901337910",2014,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2014,"10 to 20 years","Number","Liquor Law Arrests",0
"Hebron","0901337910",2014,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2014,"18 to 24 years","Number","Liquor Law Arrests",0
"Hebron","0901337910",2014,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2014,"21 years and over","Number","Liquor Law Arrests",0
"Hebron","0901337910",2014,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2014,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2015,"Total","Number","Liquor Law Arrests",0
"Hebron","0901337910",2015,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2015,"Total","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2015,"10 years and over","Number","Liquor Law Arrests",0
"Hebron","0901337910",2015,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2015,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2015,"10 to 17 years","Number","Liquor Law Arrests",0
"Hebron","0901337910",2015,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2015,"10 to 20 years","Number","Liquor Law Arrests",0
"Hebron","0901337910",2015,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2015,"18 to 24 years","Number","Liquor Law Arrests",0
"Hebron","0901337910",2015,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Hebron","0901337910",2015,"21 years and over","Number","Liquor Law Arrests",0
"Hebron","0901337910",2015,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Hebron","0901337910",2015,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2010,"Total","Number","Liquor Law Arrests",2
"Kent","0900540290",2010,"Total","Rate (per 10,000)","Liquor Law Arrests",6.71
"Kent","0900540290",2010,"Total","Rate (per 10,000)","Margins of Error",0.04
"Kent","0900540290",2010,"10 years and over","Number","Liquor Law Arrests",2
"Kent","0900540290",2010,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",7.38
"Kent","0900540290",2010,"10 years and over","Rate (per 10,000)","Margins of Error",1.16
"Kent","0900540290",2010,"10 to 17 years","Number","Liquor Law Arrests",1
"Kent","0900540290",2010,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",39.06
"Kent","0900540290",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",16.43
"Kent","0900540290",2010,"10 to 20 years","Number","Liquor Law Arrests",2
"Kent","0900540290",2010,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",65.57
"Kent","0900540290",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",45.17
"Kent","0900540290",2010,"18 to 24 years","Number","Liquor Law Arrests",1
"Kent","0900540290",2010,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",120.48
"Kent","0900540290",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",409.16
"Kent","0900540290",2010,"21 years and over","Number","Liquor Law Arrests",0
"Kent","0900540290",2010,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2010,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2011,"Total","Number","Liquor Law Arrests",1
"Kent","0900540290",2011,"Total","Rate (per 10,000)","Liquor Law Arrests",3.35
"Kent","0900540290",2011,"Total","Rate (per 10,000)","Margins of Error",0.03
"Kent","0900540290",2011,"10 years and over","Number","Liquor Law Arrests",1
"Kent","0900540290",2011,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",3.66
"Kent","0900540290",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0.44
"Kent","0900540290",2011,"10 to 17 years","Number","Liquor Law Arrests",0
"Kent","0900540290",2011,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2011,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2011,"10 to 20 years","Number","Liquor Law Arrests",1
"Kent","0900540290",2011,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",24.33
"Kent","0900540290",2011,"10 to 20 years","Rate (per 10,000)","Margins of Error",7.32
"Kent","0900540290",2011,"18 to 24 years","Number","Liquor Law Arrests",1
"Kent","0900540290",2011,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",59.88
"Kent","0900540290",2011,"18 to 24 years","Rate (per 10,000)","Margins of Error",44.58
"Kent","0900540290",2011,"21 years and over","Number","Liquor Law Arrests",0
"Kent","0900540290",2011,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2011,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2012,"Total","Number","Liquor Law Arrests",1
"Kent","0900540290",2012,"Total","Rate (per 10,000)","Liquor Law Arrests",3.37
"Kent","0900540290",2012,"Total","Rate (per 10,000)","Margins of Error",0.02
"Kent","0900540290",2012,"10 years and over","Number","Liquor Law Arrests",1
"Kent","0900540290",2012,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",3.74
"Kent","0900540290",2012,"10 years and over","Rate (per 10,000)","Margins of Error",0.42
"Kent","0900540290",2012,"10 to 17 years","Number","Liquor Law Arrests",0
"Kent","0900540290",2012,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2012,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2012,"10 to 20 years","Number","Liquor Law Arrests",0
"Kent","0900540290",2012,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2012,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2012,"18 to 24 years","Number","Liquor Law Arrests",0
"Kent","0900540290",2012,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2012,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2012,"21 years and over","Number","Liquor Law Arrests",1
"Kent","0900540290",2012,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",4.43
"Kent","0900540290",2012,"21 years and over","Rate (per 10,000)","Margins of Error",0.54
"Kent","0900540290",2013,"Total","Number","Liquor Law Arrests",0
"Kent","0900540290",2013,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2013,"Total","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2013,"10 years and over","Number","Liquor Law Arrests",0
"Kent","0900540290",2013,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2013,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2013,"10 to 17 years","Number","Liquor Law Arrests",0
"Kent","0900540290",2013,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2013,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2013,"10 to 20 years","Number","Liquor Law Arrests",0
"Kent","0900540290",2013,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2013,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2013,"18 to 24 years","Number","Liquor Law Arrests",0
"Kent","0900540290",2013,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2013,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2013,"21 years and over","Number","Liquor Law Arrests",0
"Kent","0900540290",2013,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2013,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2014,"Total","Number","Liquor Law Arrests",0
"Kent","0900540290",2014,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2014,"Total","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2014,"10 years and over","Number","Liquor Law Arrests",0
"Kent","0900540290",2014,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2014,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2014,"10 to 17 years","Number","Liquor Law Arrests",0
"Kent","0900540290",2014,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2014,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2014,"10 to 20 years","Number","Liquor Law Arrests",0
"Kent","0900540290",2014,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2014,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2014,"18 to 24 years","Number","Liquor Law Arrests",0
"Kent","0900540290",2014,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2014,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2014,"21 years and over","Number","Liquor Law Arrests",0
"Kent","0900540290",2014,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2014,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2015,"Total","Number","Liquor Law Arrests",0
"Kent","0900540290",2015,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2015,"Total","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2015,"10 years and over","Number","Liquor Law Arrests",0
"Kent","0900540290",2015,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2015,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2015,"10 to 17 years","Number","Liquor Law Arrests",0
"Kent","0900540290",2015,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2015,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2015,"10 to 20 years","Number","Liquor Law Arrests",0
"Kent","0900540290",2015,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2015,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2015,"18 to 24 years","Number","Liquor Law Arrests",0
"Kent","0900540290",2015,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2015,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Kent","0900540290",2015,"21 years and over","Number","Liquor Law Arrests",0
"Kent","0900540290",2015,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Kent","0900540290",2015,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Killingly","0901540500",2010,"Total","Number","Liquor Law Arrests",0
"Killingly","0901540500",2010,"Total","Rate (per 10,000)","Liquor Law Arrests",0
"Killingly","0901540500",2010,"Total","Rate (per 10,000)","Margins of Error",0
"Killingly","0901540500",2010,"10 years and over","Number","Liquor Law Arrests",0
"Killingly","0901540500",2010,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Killingly","0901540500",2010,"10 years and over","Rate (per 10,000)","Margins of Error",0
"Killingly","0901540500",2010,"10 to 17 years","Number","Liquor Law Arrests",0
"Killingly","0901540500",2010,"10 to 17 years","Rate (per 10,000)","Liquor Law Arrests",0
"Killingly","0901540500",2010,"10 to 17 years","Rate (per 10,000)","Margins of Error",0
"Killingly","0901540500",2010,"10 to 20 years","Number","Liquor Law Arrests",0
"Killingly","0901540500",2010,"10 to 20 years","Rate (per 10,000)","Liquor Law Arrests",0
"Killingly","0901540500",2010,"10 to 20 years","Rate (per 10,000)","Margins of Error",0
"Killingly","0901540500",2010,"18 to 24 years","Number","Liquor Law Arrests",0
"Killingly","0901540500",2010,"18 to 24 years","Rate (per 10,000)","Liquor Law Arrests",0
"Killingly","0901540500",2010,"18 to 24 years","Rate (per 10,000)","Margins of Error",0
"Killingly","0901540500",2010,"21 years and over","Number","Liquor Law Arrests",0
"Killingly","0901540500",2010,"21 years and over","Rate (per 10,000)","Liquor Law Arrests",0
"Killingly","0901540500",2010,"21 years and over","Rate (per 10,000)","Margins of Error",0
"Killingly","0901540500",2011,"Total","Number","Liquor Law Arrests",1
"Killingly","0901540500",2011,"Total","Rate (per 10,000)","Liquor Law Arrests",0.58
"Killingly","0901540500",2011,"Total","Rate (per 10,000)","Margins of Error",0
"Killingly","0901540500",2011,"10 years and over","Number","Liquor Law Arrests",1
"Killingly","0901540500",2011,"10 years and over","Rate (per 10,000)","Liquor Law Arrests",0.64
"Killingly","0901540500",2011,"10 years and over","Rate (per 10,000)","Margins of Error",0.03
"Killingly","0901540500",2011,"10 to 17 years","Number","Liquor Law Arrests",1
